,session_id,month,weekYear,season,item_id,duration,timestamps,item_ids,durations
10564,2901427.0,5.0,20,1.0,"[26798.0, 16516.0]","[1.0, 1.0]","[1589702579.428, 1589703410.591]","[[26798.0, 16516.0, 26798.0, 16516.0]]","[[1.0, 1.0, 1.0, 1.0]]"
10565,2901517.0,10.0,40,3.0,"[10514.0, 24806.0]","[1.0, 1.0]","[1601659533.654, 1601659563.306]","[[10514.0, 24806.0, 10514.0, 24806.0]]","[[1.0, 1.0, 1.0, 1.0]]"
10566,2901519.0,5.0,20,1.0,"[16544.0, 13121.0]","[1.0, 1.0]","[1621454196.224, 1621454320.14]","[[16544.0, 13121.0, 16544.0, 13121.0]]","[[1.0, 1.0, 1.0, 1.0]]"
10567,2901554.0,4.0,15,1.0,"[14507.0, 18626.0]","[1.0, 1.0]","[1586525887.35, 1586528562.645]","[[14507.0, 18626.0, 14507.0, 18626.0]]","[[1.0, 1.0, 1.0, 1.0]]"
10568,2901669.0,5.0,19,1.0,"[17542.0, 15458.0]","[1.0, 1.0]","[1621068215.781, 1621068291.772]","[[17542.0, 15458.0, 17542.0, 15458.0]]","[[1.0, 1.0, 1.0, 1.0]]"
10569,2901906.0,9.0,36,3.0,"[27555.0, 10627.0]","[1.0, 1.0]","[1598944089.884, 1598944793.166]","[[27555.0, 10627.0, 27555.0, 10627.0]]","[[1.0, 1.0, 1.0, 1.0]]"
10570,2901950.0,7.0,31,2.0,"[14134.0, 1687.0]","[1.0, 1.0]","[1595959059.54, 1595959221.419]","[[14134.0, 1687.0, 14134.0, 1687.0]]","[[1.0, 1.0, 1.0, 1.0]]"
10571,2902754.0,5.0,19,1.0,"[15738.0, 28122.0]","[1.0, 1.0]","[1621010980.496, 1621011010.702]","[[15738.0, 28122.0, 15738.0, 28122.0]]","[[1.0, 1.0, 1.0, 1.0]]"
10572,2902761.0,12.0,51,4.0,"[6329.0, 17916.0]","[1.0, 1.0]","[1608100804.58, 1608100864.544]","[[6329.0, 17916.0, 6329.0, 17916.0]]","[[1.0, 1.0, 1.0, 1.0]]"
10573,2903627.0,5.0,21,1.0,"[20028.0, 21992.0]","[1.0, 1.0]","[1622409392.325, 1622409904.412]","[[20028.0, 21992.0, 20028.0, 21992.0]]","[[1.0, 1.0, 1.0, 1.0]]"
10574,2903739.0,12.0,52,4.0,"[7894.0, 24313.0]","[1.0, 1.0]","[1608912592.655, 1608927280.902]","[[7894.0, 24313.0, 7894.0, 24313.0]]","[[1.0, 1.0, 1.0, 1.0]]"
10575,2903760.0,4.0,13,1.0,"[21616.0, 15626.0]","[1.0, 1.0]","[1617381133.81, 1617381230.964]","[[21616.0, 15626.0, 21616.0, 15626.0]]","[[1.0, 1.0, 1.0, 1.0]]"
10576,2903923.0,11.0,46,3.0,"[5123.0, 17429.0]","[1.0, 1.0]","[1604883308.927, 1604883937.752]","[[5123.0, 17429.0, 5123.0, 17429.0]]","[[1.0, 1.0, 1.0, 1.0]]"
10577,2904685.0,12.0,51,4.0,"[3780.0, 3571.0]","[1.0, 1.0]","[1608145777.185, 1608146450.676]","[[3780.0, 3571.0, 3780.0, 3571.0]]","[[1.0, 1.0, 1.0, 1.0]]"
10578,2904703.0,4.0,17,1.0,"[23945.0, 1921.0, 26031.0]","[1.0, 1.0, 1.0]","[1619785554.545, 1619786142.833, 1619786154.112]","[[23945.0, 1921.0, 26031.0, 23945.0], [26031.0, 23945.0, 1921.0, 26031.0]]","[[1.0, 1.0, 1.0, 1.0], [1.0, 1.0, 1.0, 1.0]]"
10579,2904803.0,3.0,09,1.0,"[20812.0, 22071.0]","[1.0, 1.0]","[1614591654.653, 1614634875.121]","[[20812.0, 22071.0, 20812.0, 22071.0]]","[[1.0, 1.0, 1.0, 1.0]]"
10580,2904815.0,12.0,52,4.0,"[6726.0, 25798.0]","[1.0, 1.0]","[1609075124.077, 1609076961.585]","[[6726.0, 25798.0, 6726.0, 25798.0]]","[[1.0, 1.0, 1.0, 1.0]]"
10581,2904863.0,2.0,07,4.0,"[18449.0, 15998.0]","[1.0, 1.0]","[1613460225.978, 1613484788.888]","[[18449.0, 15998.0, 18449.0, 15998.0]]","[[1.0, 1.0, 1.0, 1.0]]"
10582,2905327.0,11.0,45,3.0,"[15441.0, 2313.0]","[1.0, 1.0]","[1604473712.745, 1604473894.842]","[[15441.0, 2313.0, 15441.0, 2313.0]]","[[1.0, 1.0, 1.0, 1.0]]"
10583,2905328.0,2.0,05,4.0,"[27731.0, 17977.0]","[1.0, 1.0]","[1612649689.727, 1612649904.527]","[[27731.0, 17977.0, 27731.0, 17977.0]]","[[1.0, 1.0, 1.0, 1.0]]"
10584,2905514.0,11.0,48,3.0,"[12581.0, 25580.0]","[1.0, 1.0]","[1606549719.456, 1606550188.453]","[[12581.0, 25580.0, 12581.0, 25580.0]]","[[1.0, 1.0, 1.0, 1.0]]"
10585,2905670.0,5.0,17,1.0,"[551.0, 20236.0, 26846.0, 7996.0]","[1.0, 1.0, 1.0, 1.0]","[1619905191.942, 1619905343.297, 1619905370.865, 1619905682.52]","[[551.0, 20236.0, 26846.0, 7996.0]]","[[1.0, 1.0, 1.0, 1.0]]"
10586,2905888.0,11.0,48,3.0,"[25273.0, 13988.0, 6220.0]","[1.0, 1.0, 1.0]","[1606657945.204, 1606658434.02, 1606658732.579]","[[25273.0, 13988.0, 6220.0, 25273.0], [6220.0, 25273.0, 13988.0, 6220.0]]","[[1.0, 1.0, 1.0, 1.0], [1.0, 1.0, 1.0, 1.0]]"
10587,2906467.0,11.0,49,3.0,"[1934.0, 20870.0]","[1.0, 1.0]","[1606696271.759, 1606735416.888]","[[1934.0, 20870.0, 1934.0, 20870.0]]","[[1.0, 1.0, 1.0, 1.0]]"
10588,2906619.0,1.0,04,4.0,"[1018.0, 18370.0]","[1.0, 1.0]","[1579566590.939, 1579567157.24]","[[1018.0, 18370.0, 1018.0, 18370.0]]","[[1.0, 1.0, 1.0, 1.0]]"
10589,2906966.0,4.0,14,1.0,"[21959.0, 9480.0]","[1.0, 1.0]","[1617806863.19, 1617807071.926]","[[21959.0, 9480.0, 21959.0, 9480.0]]","[[1.0, 1.0, 1.0, 1.0]]"
10590,2907434.0,5.0,18,1.0,"[24899.0, 10283.0, 23829.0, 19066.0]","[1.0, 1.0, 1.0, 1.0]","[1620232346.337, 1620233282.567, 1620233495.09, 1620233546.505]","[[24899.0, 10283.0, 23829.0, 19066.0]]","[[1.0, 1.0, 1.0, 1.0]]"
10591,2907755.0,1.0,01,4.0,"[10070.0, 4980.0]","[1.0, 1.0]","[1577893547.653, 1577893665.223]","[[10070.0, 4980.0, 10070.0, 4980.0]]","[[1.0, 1.0, 1.0, 1.0]]"
10592,2908036.0,4.0,17,1.0,"[3257.0, 5607.0]","[1.0, 1.0]","[1587912802.833, 1587912992.537]","[[3257.0, 5607.0, 3257.0, 5607.0]]","[[1.0, 1.0, 1.0, 1.0]]"
10593,2909032.0,5.0,22,1.0,"[8616.0, 18050.0]","[1.0, 1.0]","[1590541358.784, 1590561375.992]","[[8616.0, 18050.0, 8616.0, 18050.0]]","[[1.0, 1.0, 1.0, 1.0]]"
10594,2909110.0,12.0,52,4.0,"[22955.0, 23429.0]","[1.0, 1.0]","[1609001566.242, 1609020900.322]","[[22955.0, 23429.0, 22955.0, 23429.0]]","[[1.0, 1.0, 1.0, 1.0]]"
10595,2909120.0,4.0,16,1.0,"[4758.0, 13478.0]","[1.0, 1.0]","[1587285636.643, 1587286247.483]","[[4758.0, 13478.0, 4758.0, 13478.0]]","[[1.0, 1.0, 1.0, 1.0]]"
10596,2909216.0,2.0,05,4.0,"[21872.0, 23192.0]","[1.0, 1.0]","[1612187380.288, 1612187869.209]","[[21872.0, 23192.0, 21872.0, 23192.0]]","[[1.0, 1.0, 1.0, 1.0]]"
10597,2909499.0,10.0,44,3.0,"[2845.0, 14364.0]","[1.0, 1.0]","[1604132158.559, 1604150241.235]","[[2845.0, 14364.0, 2845.0, 14364.0]]","[[1.0, 1.0, 1.0, 1.0]]"
10598,2909821.0,7.0,29,2.0,"[14375.0, 12033.0]","[1.0, 1.0]","[1595192250.28, 1595192309.136]","[[14375.0, 12033.0, 14375.0, 12033.0]]","[[1.0, 1.0, 1.0, 1.0]]"
10599,2911090.0,4.0,15,1.0,"[16961.0, 24095.0]","[1.0, 1.0]","[1586654392.711, 1586666068.843]","[[16961.0, 24095.0, 16961.0, 24095.0]]","[[1.0, 1.0, 1.0, 1.0]]"
10600,2911880.0,3.0,09,1.0,"[3659.0, 16922.0]","[1.0, 1.0]","[1614591643.555, 1614591978.492]","[[3659.0, 16922.0, 3659.0, 16922.0]]","[[1.0, 1.0, 1.0, 1.0]]"
10601,2912142.0,2.0,08,4.0,"[6257.0, 22863.0, 8017.0]","[1.0, 1.0, 1.0]","[1614423755.622, 1614431579.933, 1614431579.934]","[[6257.0, 22863.0, 8017.0, 6257.0], [8017.0, 6257.0, 22863.0, 8017.0]]","[[1.0, 1.0, 1.0, 1.0], [1.0, 1.0, 1.0, 1.0]]"
10602,2912157.0,4.0,15,1.0,"[1481.0, 6256.0, 10098.0]","[1.0, 1.0, 1.0]","[1618422904.329, 1618423396.448, 1618423603.207]","[[1481.0, 6256.0, 10098.0, 1481.0], [10098.0, 1481.0, 6256.0, 10098.0]]","[[1.0, 1.0, 1.0, 1.0], [1.0, 1.0, 1.0, 1.0]]"
10603,2912446.0,4.0,15,1.0,"[12666.0, 7620.0]","[1.0, 1.0]","[1618714962.468, 1618715060.47]","[[12666.0, 7620.0, 12666.0, 7620.0]]","[[1.0, 1.0, 1.0, 1.0]]"
10604,2912737.0,5.0,21,1.0,"[8861.0, 8861.0]","[1.0, 1.0]","[1622021241.728, 1622021471.627]","[[8861.0, 8861.0, 8861.0, 8861.0]]","[[1.0, 1.0, 1.0, 1.0]]"
10605,2912817.0,5.0,20,1.0,"[11415.0, 21778.0]","[1.0, 1.0]","[1621491341.07, 1621491476.619]","[[11415.0, 21778.0, 11415.0, 21778.0]]","[[1.0, 1.0, 1.0, 1.0]]"
10606,2913532.0,2.0,08,4.0,"[10576.0, 21821.0]","[1.0, 1.0]","[1614547658.774, 1614547710.674]","[[10576.0, 21821.0, 10576.0, 21821.0]]","[[1.0, 1.0, 1.0, 1.0]]"
10607,2914109.0,3.0,14,1.0,"[8660.0, 4342.0, 4236.0]","[1.0, 1.0, 1.0]","[1585674259.626, 1585674308.896, 1585674659.345]","[[8660.0, 4342.0, 4236.0, 8660.0], [4236.0, 8660.0, 4342.0, 4236.0]]","[[1.0, 1.0, 1.0, 1.0], [1.0, 1.0, 1.0, 1.0]]"
10608,2914213.0,8.0,33,2.0,"[8131.0, 26220.0]","[1.0, 1.0]","[1597259668.881, 1597259729.839]","[[8131.0, 26220.0, 8131.0, 26220.0]]","[[1.0, 1.0, 1.0, 1.0]]"
10609,2914738.0,3.0,10,1.0,"[6905.0, 26438.0]","[1.0, 1.0]","[1615365682.204, 1615365766.931]","[[6905.0, 26438.0, 6905.0, 26438.0]]","[[1.0, 1.0, 1.0, 1.0]]"
10610,2915023.0,6.0,24,2.0,"[13801.0, 15438.0, 13801.0]","[1.0, 1.0, 1.0]","[1592118942.555, 1592118983.139, 1592120559.888]","[[13801.0, 15438.0, 13801.0, 13801.0], [13801.0, 13801.0, 15438.0, 13801.0]]","[[1.0, 1.0, 1.0, 1.0], [1.0, 1.0, 1.0, 1.0]]"
10611,2915028.0,4.0,15,1.0,"[26601.0, 9260.0]","[1.0, 1.0]","[1618663991.078, 1618664001.214]","[[26601.0, 9260.0, 26601.0, 9260.0]]","[[1.0, 1.0, 1.0, 1.0]]"
10612,2915143.0,9.0,36,3.0,"[4651.0, 25446.0]","[1.0, 1.0]","[1598952802.625, 1598952905.242]","[[4651.0, 25446.0, 4651.0, 25446.0]]","[[1.0, 1.0, 1.0, 1.0]]"
10613,2915321.0,12.0,52,4.0,"[21451.0, 9466.0]","[1.0, 1.0]","[1608975053.011, 1608975194.83]","[[21451.0, 9466.0, 21451.0, 9466.0]]","[[1.0, 1.0, 1.0, 1.0]]"
10614,2915754.0,1.0,02,4.0,"[8274.0, 18464.0]","[1.0, 1.0]","[1578326792.81, 1578326874.952]","[[8274.0, 18464.0, 8274.0, 18464.0]]","[[1.0, 1.0, 1.0, 1.0]]"
10615,2915827.0,5.0,20,1.0,"[8995.0, 27497.0]","[1.0, 1.0]","[1621762574.631, 1621763719.818]","[[8995.0, 27497.0, 8995.0, 27497.0]]","[[1.0, 1.0, 1.0, 1.0]]"
10616,2916143.0,4.0,17,1.0,"[26908.0, 12668.0, 12668.0]","[1.0, 1.0, 1.0]","[1587561680.898, 1587561754.386, 1587562131.853]","[[26908.0, 12668.0, 12668.0, 26908.0], [12668.0, 26908.0, 12668.0, 12668.0]]","[[1.0, 1.0, 1.0, 1.0], [1.0, 1.0, 1.0, 1.0]]"
10617,2916440.0,5.0,20,1.0,"[14075.0, 10696.0, 25298.0, 7741.0]","[1.0, 1.0, 1.0, 1.0]","[1621759015.616, 1621759168.514, 1621759241.573, 1621759310.048]","[[14075.0, 10696.0, 25298.0, 7741.0]]","[[1.0, 1.0, 1.0, 1.0]]"
10618,2917094.0,1.0,02,4.0,"[24283.0, 5472.0]","[1.0, 1.0]","[1578426050.763, 1578426178.93]","[[24283.0, 5472.0, 24283.0, 5472.0]]","[[1.0, 1.0, 1.0, 1.0]]"
10619,2917279.0,12.0,50,4.0,"[17056.0, 5981.0]","[1.0, 1.0]","[1607381217.611, 1607381294.635]","[[17056.0, 5981.0, 17056.0, 5981.0]]","[[1.0, 1.0, 1.0, 1.0]]"
10620,2917467.0,11.0,48,3.0,"[22704.0, 15835.0]","[1.0, 1.0]","[1606464341.848, 1606464524.106]","[[22704.0, 15835.0, 22704.0, 15835.0]]","[[1.0, 1.0, 1.0, 1.0]]"
10621,2917711.0,1.0,04,4.0,"[13580.0, 11619.0]","[1.0, 1.0]","[1611663837.025, 1611663863.163]","[[13580.0, 11619.0, 13580.0, 11619.0]]","[[1.0, 1.0, 1.0, 1.0]]"
10622,2918140.0,12.0,53,4.0,"[1148.0, 19712.0]","[1.0, 1.0]","[1609340581.557, 1609340658.512]","[[1148.0, 19712.0, 1148.0, 19712.0]]","[[1.0, 1.0, 1.0, 1.0]]"
10623,2918154.0,9.0,37,3.0,"[7727.0, 7078.0]","[1.0, 1.0]","[1599805157.046, 1599805262.592]","[[7727.0, 7078.0, 7727.0, 7078.0]]","[[1.0, 1.0, 1.0, 1.0]]"
10624,2918272.0,1.0,04,4.0,"[26533.0, 2087.0]","[1.0, 1.0]","[1611774620.934, 1611774638.458]","[[26533.0, 2087.0, 26533.0, 2087.0]]","[[1.0, 1.0, 1.0, 1.0]]"
10625,2918409.0,11.0,48,3.0,"[7857.0, 2025.0]","[1.0, 1.0]","[1606642136.607, 1606656351.894]","[[7857.0, 2025.0, 7857.0, 2025.0]]","[[1.0, 1.0, 1.0, 1.0]]"
10626,2918596.0,5.0,19,1.0,"[21100.0, 20798.0]","[1.0, 1.0]","[1621016050.313, 1621016053.672]","[[21100.0, 20798.0, 21100.0, 20798.0]]","[[1.0, 1.0, 1.0, 1.0]]"
10627,2918967.0,4.0,14,1.0,"[24736.0, 26983.0]","[1.0, 1.0]","[1617885480.536, 1617886516.145]","[[24736.0, 26983.0, 24736.0, 26983.0]]","[[1.0, 1.0, 1.0, 1.0]]"
10628,2919197.0,1.0,03,4.0,"[12581.0, 132.0]","[1.0, 1.0]","[1611433658.54, 1611433716.31]","[[12581.0, 132.0, 12581.0, 132.0]]","[[1.0, 1.0, 1.0, 1.0]]"
10629,2919249.0,4.0,15,1.0,"[4919.0, 739.0]","[1.0, 1.0]","[1586266929.545, 1586276545.441]","[[4919.0, 739.0, 4919.0, 739.0]]","[[1.0, 1.0, 1.0, 1.0]]"
10630,2919993.0,7.0,27,2.0,"[17016.0, 19142.0, 13106.0]","[1.0, 1.0, 1.0]","[1593692443.952, 1593693308.267, 1593693533.337]","[[17016.0, 19142.0, 13106.0, 17016.0], [13106.0, 17016.0, 19142.0, 13106.0]]","[[1.0, 1.0, 1.0, 1.0], [1.0, 1.0, 1.0, 1.0]]"
10631,2920120.0,5.0,20,1.0,"[21204.0, 25127.0]","[1.0, 1.0]","[1621537085.33, 1621537659.838]","[[21204.0, 25127.0, 21204.0, 25127.0]]","[[1.0, 1.0, 1.0, 1.0]]"
10632,2920162.0,8.0,33,2.0,"[1065.0, 15330.0]","[1.0, 1.0]","[1597399721.897, 1597400291.42]","[[1065.0, 15330.0, 1065.0, 15330.0]]","[[1.0, 1.0, 1.0, 1.0]]"
10633,2920303.0,5.0,20,1.0,"[16479.0, 14529.0]","[1.0, 1.0]","[1621765408.849, 1621765642.916]","[[16479.0, 14529.0, 16479.0, 14529.0]]","[[1.0, 1.0, 1.0, 1.0]]"
10634,2920990.0,5.0,22,1.0,"[13923.0, 16537.0, 7161.0]","[1.0, 1.0, 1.0]","[1590471179.737, 1590472304.872, 1590493235.031]","[[13923.0, 16537.0, 7161.0, 13923.0], [7161.0, 13923.0, 16537.0, 7161.0]]","[[1.0, 1.0, 1.0, 1.0], [1.0, 1.0, 1.0, 1.0]]"
10635,2921263.0,9.0,36,3.0,"[3173.0, 2173.0]","[1.0, 1.0]","[1598951200.287, 1598951471.214]","[[3173.0, 2173.0, 3173.0, 2173.0]]","[[1.0, 1.0, 1.0, 1.0]]"
10636,2921349.0,12.0,52,4.0,"[2021.0, 19949.0]","[1.0, 1.0]","[1608977121.618, 1608977215.561]","[[2021.0, 19949.0, 2021.0, 19949.0]]","[[1.0, 1.0, 1.0, 1.0]]"
10637,2921371.0,3.0,09,1.0,"[21886.0, 5264.0]","[1.0, 1.0]","[1614632307.254, 1614632373.046]","[[21886.0, 5264.0, 21886.0, 5264.0]]","[[1.0, 1.0, 1.0, 1.0]]"
10638,2921442.0,3.0,11,1.0,"[9052.0, 24293.0]","[1.0, 1.0]","[1584015696.699, 1584015709.659]","[[9052.0, 24293.0, 9052.0, 24293.0]]","[[1.0, 1.0, 1.0, 1.0]]"
10639,2921558.0,2.0,08,4.0,"[26.0, 21185.0]","[1.0, 1.0]","[1614450631.919, 1614450688.871]","[[26.0, 21185.0, 26.0, 21185.0]]","[[1.0, 1.0, 1.0, 1.0]]"
10640,2922189.0,5.0,18,1.0,"[95.0, 7925.0]","[1.0, 1.0]","[1620486356.777, 1620486996.852]","[[95.0, 7925.0, 95.0, 7925.0]]","[[1.0, 1.0, 1.0, 1.0]]"
10641,2922379.0,1.0,02,4.0,"[8388.0, 1690.0]","[1.0, 1.0]","[1578432989.698, 1578433318.095]","[[8388.0, 1690.0, 8388.0, 1690.0]]","[[1.0, 1.0, 1.0, 1.0]]"
10642,2922694.0,5.0,21,1.0,"[25566.0, 9710.0, 15195.0]","[1.0, 1.0, 1.0]","[1622246906.495, 1622250367.575, 1622250604.061]","[[25566.0, 9710.0, 15195.0, 25566.0], [15195.0, 25566.0, 9710.0, 15195.0]]","[[1.0, 1.0, 1.0, 1.0], [1.0, 1.0, 1.0, 1.0]]"
10643,2923128.0,11.0,45,3.0,"[3050.0, 21254.0]","[1.0, 1.0]","[1604699774.428, 1604700469.727]","[[3050.0, 21254.0, 3050.0, 21254.0]]","[[1.0, 1.0, 1.0, 1.0]]"
10644,2923636.0,3.0,09,1.0,"[19571.0, 19571.0]","[1.0, 1.0]","[1614957559.85, 1614957566.597]","[[19571.0, 19571.0, 19571.0, 19571.0]]","[[1.0, 1.0, 1.0, 1.0]]"
10645,2923661.0,10.0,43,3.0,"[21246.0, 15592.0]","[1.0, 1.0]","[1603490249.299, 1603491576.878]","[[21246.0, 15592.0, 21246.0, 15592.0]]","[[1.0, 1.0, 1.0, 1.0]]"
10646,2923797.0,6.0,23,2.0,"[21120.0, 26072.0]","[1.0, 1.0]","[1591203075.689, 1591203227.458]","[[21120.0, 26072.0, 21120.0, 26072.0]]","[[1.0, 1.0, 1.0, 1.0]]"
10647,2923951.0,3.0,10,1.0,"[690.0, 16475.0]","[1.0, 1.0]","[1615488358.181, 1615489106.134]","[[690.0, 16475.0, 690.0, 16475.0]]","[[1.0, 1.0, 1.0, 1.0]]"
10648,2924034.0,9.0,40,3.0,"[16985.0, 9430.0]","[1.0, 1.0]","[1601421238.567, 1601421515.905]","[[16985.0, 9430.0, 16985.0, 9430.0]]","[[1.0, 1.0, 1.0, 1.0]]"
10649,2924245.0,12.0,49,4.0,"[26835.0, 6352.0, 26239.0]","[1.0, 1.0, 1.0]","[1606832759.256, 1606832772.415, 1606832967.524]","[[26835.0, 6352.0, 26239.0, 26835.0], [26239.0, 26835.0, 6352.0, 26239.0]]","[[1.0, 1.0, 1.0, 1.0], [1.0, 1.0, 1.0, 1.0]]"
10650,2924477.0,5.0,20,1.0,"[28112.0, 14747.0, 28080.0, 955.0]","[1.0, 1.0, 1.0, 1.0]","[1621350526.411, 1621350568.716, 1621351298.886, 1621352033.386]","[[28112.0, 14747.0, 28080.0, 955.0]]","[[1.0, 1.0, 1.0, 1.0]]"
10651,2924814.0,3.0,09,1.0,"[24197.0, 9696.0]","[1.0, 1.0]","[1614621715.947, 1614621741.459]","[[24197.0, 9696.0, 24197.0, 9696.0]]","[[1.0, 1.0, 1.0, 1.0]]"
10652,2925119.0,11.0,45,3.0,"[20304.0, 27576.0]","[1.0, 1.0]","[1604535193.176, 1604536073.716]","[[20304.0, 27576.0, 20304.0, 27576.0]]","[[1.0, 1.0, 1.0, 1.0]]"
10653,2925924.0,10.0,40,3.0,"[3862.0, 11556.0, 12466.0]","[1.0, 1.0, 1.0]","[1601650918.85, 1601650986.375, 1601651880.54]","[[3862.0, 11556.0, 12466.0, 3862.0], [12466.0, 3862.0, 11556.0, 12466.0]]","[[1.0, 1.0, 1.0, 1.0], [1.0, 1.0, 1.0, 1.0]]"
10654,2926075.0,8.0,31,2.0,"[22944.0, 13356.0]","[1.0, 1.0]","[1596254974.393, 1596254985.036]","[[22944.0, 13356.0, 22944.0, 13356.0]]","[[1.0, 1.0, 1.0, 1.0]]"
10655,2926970.0,4.0,16,1.0,"[4492.0, 25253.0]","[1.0, 1.0]","[1619299100.49, 1619300407.038]","[[4492.0, 25253.0, 4492.0, 25253.0]]","[[1.0, 1.0, 1.0, 1.0]]"
10656,2927478.0,1.0,53,4.0,"[16021.0, 18389.0, 3312.0]","[1.0, 1.0, 1.0]","[1609594911.904, 1609595329.017, 1609595359.696]","[[16021.0, 18389.0, 3312.0, 16021.0], [3312.0, 16021.0, 18389.0, 3312.0]]","[[1.0, 1.0, 1.0, 1.0], [1.0, 1.0, 1.0, 1.0]]"
10657,2927811.0,4.0,14,1.0,"[19276.0, 1329.0]","[1.0, 1.0]","[1618085644.493, 1618086666.529]","[[19276.0, 1329.0, 19276.0, 1329.0]]","[[1.0, 1.0, 1.0, 1.0]]"
10658,2927840.0,11.0,48,3.0,"[18869.0, 3370.0]","[1.0, 1.0]","[1606517643.937, 1606517906.826]","[[18869.0, 3370.0, 18869.0, 3370.0]]","[[1.0, 1.0, 1.0, 1.0]]"
10659,2928326.0,5.0,17,1.0,"[17213.0, 20548.0]","[1.0, 1.0]","[1619945806.329, 1619946308.879]","[[17213.0, 20548.0, 17213.0, 20548.0]]","[[1.0, 1.0, 1.0, 1.0]]"
10660,2928426.0,9.0,38,3.0,"[24938.0, 18806.0]","[1.0, 1.0]","[1600529942.821, 1600530203.08]","[[24938.0, 18806.0, 24938.0, 18806.0]]","[[1.0, 1.0, 1.0, 1.0]]"
10661,2928537.0,10.0,44,3.0,"[9356.0, 12921.0]","[1.0, 1.0]","[1603749375.93, 1603749949.374]","[[9356.0, 12921.0, 9356.0, 12921.0]]","[[1.0, 1.0, 1.0, 1.0]]"
10662,2928695.0,8.0,34,2.0,"[5797.0, 13742.0, 3686.0, 19388.0, 6717.0]","[1.0, 1.0, 1.0, 1.0, 1.0]","[1598140874.779, 1598140935.608, 1598202069.917, 1598213251.433, 1598213604.303]","[[5797.0, 13742.0, 3686.0, 19388.0], [13742.0, 3686.0, 19388.0, 6717.0]]","[[1.0, 1.0, 1.0, 1.0], [1.0, 1.0, 1.0, 1.0]]"
10663,2928795.0,4.0,16,1.0,"[5925.0, 5925.0, 5925.0]","[1.0, 1.0, 1.0]","[1586779236.172, 1586802181.477, 1586804023.226]","[[5925.0, 5925.0, 5925.0, 5925.0], [5925.0, 5925.0, 5925.0, 5925.0]]","[[1.0, 1.0, 1.0, 1.0], [1.0, 1.0, 1.0, 1.0]]"
10664,2928893.0,4.0,17,1.0,"[20604.0, 28024.0]","[1.0, 1.0]","[1587857984.67, 1587858108.91]","[[20604.0, 28024.0, 20604.0, 28024.0]]","[[1.0, 1.0, 1.0, 1.0]]"
10665,2929053.0,5.0,21,1.0,"[12662.0, 15426.0]","[1.0, 1.0]","[1622319312.575, 1622319810.148]","[[12662.0, 15426.0, 12662.0, 15426.0]]","[[1.0, 1.0, 1.0, 1.0]]"
10666,2929283.0,5.0,20,1.0,"[13642.0, 14483.0]","[1.0, 1.0]","[1621665513.227, 1621665523.208]","[[13642.0, 14483.0, 13642.0, 14483.0]]","[[1.0, 1.0, 1.0, 1.0]]"
10667,2929729.0,6.0,27,2.0,"[8466.0, 22687.0]","[1.0, 1.0]","[1593534621.449, 1593537358.304]","[[8466.0, 22687.0, 8466.0, 22687.0]]","[[1.0, 1.0, 1.0, 1.0]]"
10668,2930072.0,11.0,48,3.0,"[13270.0, 21097.0]","[1.0, 1.0]","[1606510342.853, 1606510618.765]","[[13270.0, 21097.0, 13270.0, 21097.0]]","[[1.0, 1.0, 1.0, 1.0]]"
10669,2930341.0,12.0,53,4.0,"[22358.0, 9250.0, 26354.0]","[1.0, 1.0, 1.0]","[1609415786.554, 1609416285.073, 1609416491.61]","[[22358.0, 9250.0, 26354.0, 22358.0], [26354.0, 22358.0, 9250.0, 26354.0]]","[[1.0, 1.0, 1.0, 1.0], [1.0, 1.0, 1.0, 1.0]]"
10670,2930355.0,11.0,48,3.0,"[2110.0, 15394.0]","[1.0, 1.0]","[1606641159.836, 1606641206.979]","[[2110.0, 15394.0, 2110.0, 15394.0]]","[[1.0, 1.0, 1.0, 1.0]]"
10671,2930553.0,1.0,03,4.0,"[19373.0, 3312.0]","[1.0, 1.0]","[1611078084.33, 1611078214.679]","[[19373.0, 3312.0, 19373.0, 3312.0]]","[[1.0, 1.0, 1.0, 1.0]]"
10672,2930637.0,10.0,44,3.0,"[23104.0, 2769.0]","[1.0, 1.0]","[1604164282.837, 1604164807.482]","[[23104.0, 2769.0, 23104.0, 2769.0]]","[[1.0, 1.0, 1.0, 1.0]]"
10673,2930661.0,5.0,19,1.0,"[6999.0, 13411.0, 26917.0, 690.0]","[1.0, 1.0, 1.0, 1.0]","[1621066199.822, 1621066353.314, 1621066465.625, 1621066890.839]","[[6999.0, 13411.0, 26917.0, 690.0]]","[[1.0, 1.0, 1.0, 1.0]]"
10674,2930744.0,5.0,21,1.0,"[15157.0, 14117.0]","[1.0, 1.0]","[1622120166.095, 1622120203.645]","[[15157.0, 14117.0, 15157.0, 14117.0]]","[[1.0, 1.0, 1.0, 1.0]]"
10675,2930897.0,5.0,20,1.0,"[15595.0, 27545.0]","[1.0, 1.0]","[1589281258.83, 1589281489.587]","[[15595.0, 27545.0, 15595.0, 27545.0]]","[[1.0, 1.0, 1.0, 1.0]]"
10676,2931070.0,4.0,17,1.0,"[7621.0, 8192.0]","[1.0, 1.0]","[1619597998.83, 1619598070.125]","[[7621.0, 8192.0, 7621.0, 8192.0]]","[[1.0, 1.0, 1.0, 1.0]]"
