,session_id,month,weekYear,season,item_id,duration,item_ids,durations
9253,2203595.0,9.0,40,3.0,"[25750.0, 25750.0, 25750.0, 25750.0, 28124.0]","[1.0, 1.0, 1.0, 1.0, 1.0]","[25750.0, 25750.0, 25750.0, 25750.0]","[1.0, 1.0, 1.0, 1.0]"
9254,2203595.0,9.0,40,3.0,"[25750.0, 25750.0, 25750.0, 25750.0, 28124.0]","[1.0, 1.0, 1.0, 1.0, 1.0]","[25750.0, 25750.0, 25750.0, 28124.0]","[1.0, 1.0, 1.0, 1.0]"
9255,2203939.0,12.0,50,4.0,"[13580.0, 6534.0]","[1.0, 1.0]","[13580.0, 6534.0, 13580.0, 6534.0]","[1.0, 1.0, 1.0, 1.0]"
9256,2204515.0,12.0,52,4.0,"[24821.0, 22705.0]","[1.0, 1.0]","[24821.0, 22705.0, 24821.0, 22705.0]","[1.0, 1.0, 1.0, 1.0]"
9257,2204851.0,3.0,12,1.0,"[24722.0, 19757.0]","[1.0, 1.0]","[24722.0, 19757.0, 24722.0, 19757.0]","[1.0, 1.0, 1.0, 1.0]"
9258,2205083.0,1.0,03,4.0,"[4166.0, 25348.0, 138.0]","[1.0, 1.0, 1.0]","[4166.0, 25348.0, 138.0, 4166.0]","[1.0, 1.0, 1.0, 1.0]"
9259,2205083.0,1.0,03,4.0,"[4166.0, 25348.0, 138.0]","[1.0, 1.0, 1.0]","[138.0, 4166.0, 25348.0, 138.0]","[1.0, 1.0, 1.0, 1.0]"
9260,2205093.0,5.0,18,1.0,"[773.0, 12594.0]","[1.0, 1.0]","[773.0, 12594.0, 773.0, 12594.0]","[1.0, 1.0, 1.0, 1.0]"
9261,2205149.0,5.0,21,1.0,"[1368.0, 27613.0, 9522.0]","[1.0, 1.0, 1.0]","[1368.0, 27613.0, 9522.0, 1368.0]","[1.0, 1.0, 1.0, 1.0]"
9262,2205149.0,5.0,21,1.0,"[1368.0, 27613.0, 9522.0]","[1.0, 1.0, 1.0]","[9522.0, 1368.0, 27613.0, 9522.0]","[1.0, 1.0, 1.0, 1.0]"
9263,2205803.0,5.0,21,1.0,"[6224.0, 15134.0, 26548.0]","[1.0, 1.0, 1.0]","[6224.0, 15134.0, 26548.0, 6224.0]","[1.0, 1.0, 1.0, 1.0]"
9264,2205803.0,5.0,21,1.0,"[6224.0, 15134.0, 26548.0]","[1.0, 1.0, 1.0]","[26548.0, 6224.0, 15134.0, 26548.0]","[1.0, 1.0, 1.0, 1.0]"
9265,2206509.0,5.0,18,1.0,"[14994.0, 27405.0]","[1.0, 1.0]","[14994.0, 27405.0, 14994.0, 27405.0]","[1.0, 1.0, 1.0, 1.0]"
9266,2207700.0,7.0,29,2.0,"[10477.0, 18098.0]","[1.0, 1.0]","[10477.0, 18098.0, 10477.0, 18098.0]","[1.0, 1.0, 1.0, 1.0]"
9267,2207762.0,9.0,40,3.0,"[4024.0, 19499.0, 14941.0]","[1.0, 1.0, 1.0]","[4024.0, 19499.0, 14941.0, 4024.0]","[1.0, 1.0, 1.0, 1.0]"
9268,2207762.0,9.0,40,3.0,"[4024.0, 19499.0, 14941.0]","[1.0, 1.0, 1.0]","[14941.0, 4024.0, 19499.0, 14941.0]","[1.0, 1.0, 1.0, 1.0]"
9269,2208041.0,5.0,19,1.0,"[7635.0, 13951.0]","[1.0, 1.0]","[7635.0, 13951.0, 7635.0, 13951.0]","[1.0, 1.0, 1.0, 1.0]"
9270,2208919.0,3.0,13,1.0,"[13337.0, 20497.0]","[1.0, 1.0]","[13337.0, 20497.0, 13337.0, 20497.0]","[1.0, 1.0, 1.0, 1.0]"
9271,2209589.0,4.0,17,1.0,"[13801.0, 24967.0]","[1.0, 1.0]","[13801.0, 24967.0, 13801.0, 24967.0]","[1.0, 1.0, 1.0, 1.0]"
9272,2209619.0,3.0,11,1.0,"[2915.0, 24921.0, 9522.0, 17774.0, 14040.0]","[1.0, 1.0, 1.0, 1.0, 1.0]","[2915.0, 24921.0, 9522.0, 17774.0]","[1.0, 1.0, 1.0, 1.0]"
9273,2209619.0,3.0,11,1.0,"[2915.0, 24921.0, 9522.0, 17774.0, 14040.0]","[1.0, 1.0, 1.0, 1.0, 1.0]","[24921.0, 9522.0, 17774.0, 14040.0]","[1.0, 1.0, 1.0, 1.0]"
9274,2209789.0,5.0,20,1.0,"[20198.0, 26917.0]","[1.0, 1.0]","[20198.0, 26917.0, 20198.0, 26917.0]","[1.0, 1.0, 1.0, 1.0]"
9275,2210030.0,8.0,32,2.0,"[13674.0, 1367.0]","[1.0, 1.0]","[13674.0, 1367.0, 13674.0, 1367.0]","[1.0, 1.0, 1.0, 1.0]"
9276,2211417.0,2.0,09,4.0,"[15393.0, 13931.0]","[1.0, 1.0]","[15393.0, 13931.0, 15393.0, 13931.0]","[1.0, 1.0, 1.0, 1.0]"
9277,2211515.0,4.0,14,1.0,"[25702.0, 3401.0]","[1.0, 1.0]","[25702.0, 3401.0, 25702.0, 3401.0]","[1.0, 1.0, 1.0, 1.0]"
9278,2211580.0,4.0,14,1.0,"[20826.0, 8309.0]","[1.0, 1.0]","[20826.0, 8309.0, 20826.0, 8309.0]","[1.0, 1.0, 1.0, 1.0]"
9279,2211813.0,8.0,34,2.0,"[27381.0, 24374.0]","[1.0, 1.0]","[27381.0, 24374.0, 27381.0, 24374.0]","[1.0, 1.0, 1.0, 1.0]"
9280,2212142.0,12.0,49,4.0,"[4028.0, 8317.0, 4428.0]","[1.0, 1.0, 1.0]","[4028.0, 8317.0, 4428.0, 4028.0]","[1.0, 1.0, 1.0, 1.0]"
9281,2212142.0,12.0,49,4.0,"[4028.0, 8317.0, 4428.0]","[1.0, 1.0, 1.0]","[4428.0, 4028.0, 8317.0, 4428.0]","[1.0, 1.0, 1.0, 1.0]"
9282,2212818.0,6.0,23,2.0,"[18427.0, 7159.0]","[1.0, 1.0]","[18427.0, 7159.0, 18427.0, 7159.0]","[1.0, 1.0, 1.0, 1.0]"
9283,2212938.0,4.0,14,1.0,"[22747.0, 18657.0]","[1.0, 1.0]","[22747.0, 18657.0, 22747.0, 18657.0]","[1.0, 1.0, 1.0, 1.0]"
9284,2213426.0,4.0,17,1.0,"[10670.0, 12557.0]","[1.0, 1.0]","[10670.0, 12557.0, 10670.0, 12557.0]","[1.0, 1.0, 1.0, 1.0]"
9285,2213513.0,6.0,24,2.0,"[17432.0, 12585.0]","[1.0, 1.0]","[17432.0, 12585.0, 17432.0, 12585.0]","[1.0, 1.0, 1.0, 1.0]"
9286,2213778.0,9.0,37,3.0,"[11067.0, 4719.0]","[1.0, 1.0]","[11067.0, 4719.0, 11067.0, 4719.0]","[1.0, 1.0, 1.0, 1.0]"
9287,2214559.0,3.0,13,1.0,"[15140.0, 7625.0]","[1.0, 1.0]","[15140.0, 7625.0, 15140.0, 7625.0]","[1.0, 1.0, 1.0, 1.0]"
9288,2215089.0,3.0,11,1.0,"[13501.0, 27223.0]","[1.0, 1.0]","[13501.0, 27223.0, 13501.0, 27223.0]","[1.0, 1.0, 1.0, 1.0]"
9289,2215128.0,2.0,08,4.0,"[27442.0, 16749.0]","[1.0, 1.0]","[27442.0, 16749.0, 27442.0, 16749.0]","[1.0, 1.0, 1.0, 1.0]"
9290,2215185.0,5.0,18,1.0,"[13650.0, 901.0]","[1.0, 1.0]","[13650.0, 901.0, 13650.0, 901.0]","[1.0, 1.0, 1.0, 1.0]"
9291,2215363.0,2.0,07,4.0,"[23948.0, 19912.0]","[1.0, 1.0]","[23948.0, 19912.0, 23948.0, 19912.0]","[1.0, 1.0, 1.0, 1.0]"
9292,2215364.0,11.0,48,3.0,"[15048.0, 8060.0]","[1.0, 1.0]","[15048.0, 8060.0, 15048.0, 8060.0]","[1.0, 1.0, 1.0, 1.0]"
9293,2215660.0,11.0,48,3.0,"[24733.0, 11029.0]","[1.0, 1.0]","[24733.0, 11029.0, 24733.0, 11029.0]","[1.0, 1.0, 1.0, 1.0]"
9294,2215988.0,1.0,02,4.0,"[18792.0, 9028.0]","[1.0, 1.0]","[18792.0, 9028.0, 18792.0, 9028.0]","[1.0, 1.0, 1.0, 1.0]"
9295,2215998.0,12.0,53,4.0,"[21956.0, 27151.0]","[1.0, 1.0]","[21956.0, 27151.0, 21956.0, 27151.0]","[1.0, 1.0, 1.0, 1.0]"
9296,2216139.0,5.0,19,1.0,"[2303.0, 10149.0]","[1.0, 1.0]","[2303.0, 10149.0, 2303.0, 10149.0]","[1.0, 1.0, 1.0, 1.0]"
9297,2216695.0,4.0,16,1.0,"[15716.0, 20236.0]","[1.0, 1.0]","[15716.0, 20236.0, 15716.0, 20236.0]","[1.0, 1.0, 1.0, 1.0]"
9298,2216699.0,7.0,30,2.0,"[1242.0, 14741.0]","[1.0, 1.0]","[1242.0, 14741.0, 1242.0, 14741.0]","[1.0, 1.0, 1.0, 1.0]"
9299,2216849.0,5.0,19,1.0,"[21668.0, 21616.0]","[1.0, 1.0]","[21668.0, 21616.0, 21668.0, 21616.0]","[1.0, 1.0, 1.0, 1.0]"
9300,2216901.0,4.0,16,1.0,"[27500.0, 3157.0]","[1.0, 1.0]","[27500.0, 3157.0, 27500.0, 3157.0]","[1.0, 1.0, 1.0, 1.0]"
9301,2217166.0,2.0,08,4.0,"[26048.0, 12621.0]","[1.0, 1.0]","[26048.0, 12621.0, 26048.0, 12621.0]","[1.0, 1.0, 1.0, 1.0]"
9302,2217419.0,5.0,21,1.0,"[6736.0, 7625.0]","[1.0, 1.0]","[6736.0, 7625.0, 6736.0, 7625.0]","[1.0, 1.0, 1.0, 1.0]"
9303,2217567.0,12.0,51,4.0,"[22644.0, 6804.0]","[1.0, 1.0]","[22644.0, 6804.0, 22644.0, 6804.0]","[1.0, 1.0, 1.0, 1.0]"
9304,2218007.0,3.0,11,1.0,"[20184.0, 10693.0]","[1.0, 1.0]","[20184.0, 10693.0, 20184.0, 10693.0]","[1.0, 1.0, 1.0, 1.0]"
9305,2218536.0,4.0,16,1.0,"[10696.0, 9386.0]","[1.0, 1.0]","[10696.0, 9386.0, 10696.0, 9386.0]","[1.0, 1.0, 1.0, 1.0]"
9306,2218842.0,11.0,48,3.0,"[21652.0, 19317.0]","[1.0, 1.0]","[21652.0, 19317.0, 21652.0, 19317.0]","[1.0, 1.0, 1.0, 1.0]"
9307,2219005.0,8.0,32,2.0,"[6122.0, 20565.0]","[1.0, 1.0]","[6122.0, 20565.0, 6122.0, 20565.0]","[1.0, 1.0, 1.0, 1.0]"
9308,2219242.0,6.0,25,2.0,"[4765.0, 24067.0]","[1.0, 1.0]","[4765.0, 24067.0, 4765.0, 24067.0]","[1.0, 1.0, 1.0, 1.0]"
9309,2219422.0,12.0,49,4.0,"[24757.0, 1521.0]","[1.0, 1.0]","[24757.0, 1521.0, 24757.0, 1521.0]","[1.0, 1.0, 1.0, 1.0]"
9310,2219678.0,7.0,28,2.0,"[6122.0, 25075.0]","[1.0, 1.0]","[6122.0, 25075.0, 6122.0, 25075.0]","[1.0, 1.0, 1.0, 1.0]"
9311,2219946.0,1.0,01,4.0,"[5566.0, 1616.0, 17931.0]","[1.0, 1.0, 1.0]","[5566.0, 1616.0, 17931.0, 5566.0]","[1.0, 1.0, 1.0, 1.0]"
9312,2219946.0,1.0,01,4.0,"[5566.0, 1616.0, 17931.0]","[1.0, 1.0, 1.0]","[17931.0, 5566.0, 1616.0, 17931.0]","[1.0, 1.0, 1.0, 1.0]"
9313,2220210.0,7.0,29,2.0,"[6107.0, 7101.0]","[1.0, 1.0]","[6107.0, 7101.0, 6107.0, 7101.0]","[1.0, 1.0, 1.0, 1.0]"
9314,2220606.0,8.0,32,2.0,"[11529.0, 10540.0]","[1.0, 1.0]","[11529.0, 10540.0, 11529.0, 10540.0]","[1.0, 1.0, 1.0, 1.0]"
9315,2220669.0,10.0,44,3.0,"[9522.0, 16256.0]","[1.0, 1.0]","[9522.0, 16256.0, 9522.0, 16256.0]","[1.0, 1.0, 1.0, 1.0]"
9316,2221132.0,8.0,35,2.0,"[6233.0, 11645.0]","[1.0, 1.0]","[6233.0, 11645.0, 6233.0, 11645.0]","[1.0, 1.0, 1.0, 1.0]"
9317,2222487.0,5.0,22,1.0,"[22429.0, 13243.0, 3741.0]","[1.0, 1.0, 1.0]","[22429.0, 13243.0, 3741.0, 22429.0]","[1.0, 1.0, 1.0, 1.0]"
9318,2222487.0,5.0,22,1.0,"[22429.0, 13243.0, 3741.0]","[1.0, 1.0, 1.0]","[3741.0, 22429.0, 13243.0, 3741.0]","[1.0, 1.0, 1.0, 1.0]"
9319,2222507.0,4.0,17,1.0,"[1358.0, 6332.0]","[1.0, 1.0]","[1358.0, 6332.0, 1358.0, 6332.0]","[1.0, 1.0, 1.0, 1.0]"
9320,2222593.0,9.0,36,3.0,"[10000.0, 12774.0]","[1.0, 1.0]","[10000.0, 12774.0, 10000.0, 12774.0]","[1.0, 1.0, 1.0, 1.0]"
9321,2222735.0,5.0,19,1.0,"[14971.0, 5965.0]","[1.0, 1.0]","[14971.0, 5965.0, 14971.0, 5965.0]","[1.0, 1.0, 1.0, 1.0]"
9322,2222768.0,2.0,06,4.0,"[15956.0, 24032.0]","[1.0, 1.0]","[15956.0, 24032.0, 15956.0, 24032.0]","[1.0, 1.0, 1.0, 1.0]"
9323,2222893.0,5.0,21,1.0,"[3653.0, 25956.0]","[1.0, 1.0]","[3653.0, 25956.0, 3653.0, 25956.0]","[1.0, 1.0, 1.0, 1.0]"
9324,2223143.0,11.0,48,3.0,"[8502.0, 4196.0, 17590.0]","[1.0, 1.0, 1.0]","[8502.0, 4196.0, 17590.0, 8502.0]","[1.0, 1.0, 1.0, 1.0]"
9325,2223143.0,11.0,48,3.0,"[8502.0, 4196.0, 17590.0]","[1.0, 1.0, 1.0]","[17590.0, 8502.0, 4196.0, 17590.0]","[1.0, 1.0, 1.0, 1.0]"
9326,2223344.0,6.0,24,2.0,"[25566.0, 26822.0]","[1.0, 1.0]","[25566.0, 26822.0, 25566.0, 26822.0]","[1.0, 1.0, 1.0, 1.0]"
9327,2223372.0,8.0,33,2.0,"[12781.0, 27455.0]","[1.0, 1.0]","[12781.0, 27455.0, 12781.0, 27455.0]","[1.0, 1.0, 1.0, 1.0]"
9328,2223445.0,9.0,36,3.0,"[14558.0, 7096.0]","[1.0, 1.0]","[14558.0, 7096.0, 14558.0, 7096.0]","[1.0, 1.0, 1.0, 1.0]"
9329,2223530.0,4.0,14,1.0,"[13867.0, 13922.0, 8060.0]","[1.0, 1.0, 1.0]","[13867.0, 13922.0, 8060.0, 13867.0]","[1.0, 1.0, 1.0, 1.0]"
9330,2223530.0,4.0,14,1.0,"[13867.0, 13922.0, 8060.0]","[1.0, 1.0, 1.0]","[8060.0, 13867.0, 13922.0, 8060.0]","[1.0, 1.0, 1.0, 1.0]"
9331,2223783.0,3.0,13,1.0,"[8564.0, 17376.0]","[1.0, 1.0]","[8564.0, 17376.0, 8564.0, 17376.0]","[1.0, 1.0, 1.0, 1.0]"
9332,2223798.0,11.0,48,3.0,"[15624.0, 19909.0]","[1.0, 1.0]","[15624.0, 19909.0, 15624.0, 19909.0]","[1.0, 1.0, 1.0, 1.0]"
9333,2223821.0,5.0,18,1.0,"[20807.0, 23121.0]","[1.0, 1.0]","[20807.0, 23121.0, 20807.0, 23121.0]","[1.0, 1.0, 1.0, 1.0]"
9334,2223983.0,5.0,20,1.0,"[3137.0, 20983.0]","[1.0, 1.0]","[3137.0, 20983.0, 3137.0, 20983.0]","[1.0, 1.0, 1.0, 1.0]"
9335,2224075.0,9.0,38,3.0,"[16176.0, 20786.0, 19539.0]","[1.0, 1.0, 1.0]","[16176.0, 20786.0, 19539.0, 16176.0]","[1.0, 1.0, 1.0, 1.0]"
9336,2224075.0,9.0,38,3.0,"[16176.0, 20786.0, 19539.0]","[1.0, 1.0, 1.0]","[19539.0, 16176.0, 20786.0, 19539.0]","[1.0, 1.0, 1.0, 1.0]"
9337,2224240.0,9.0,36,3.0,"[1591.0, 1591.0]","[1.0, 1.0]","[1591.0, 1591.0, 1591.0, 1591.0]","[1.0, 1.0, 1.0, 1.0]"
9338,2224380.0,4.0,16,1.0,"[19882.0, 6905.0]","[1.0, 1.0]","[19882.0, 6905.0, 19882.0, 6905.0]","[1.0, 1.0, 1.0, 1.0]"
9339,2224587.0,9.0,38,3.0,"[95.0, 11029.0]","[1.0, 1.0]","[95.0, 11029.0, 95.0, 11029.0]","[1.0, 1.0, 1.0, 1.0]"
9340,2224813.0,3.0,09,1.0,"[2717.0, 5138.0]","[1.0, 1.0]","[2717.0, 5138.0, 2717.0, 5138.0]","[1.0, 1.0, 1.0, 1.0]"
9341,2225040.0,9.0,39,3.0,"[11779.0, 1354.0]","[1.0, 1.0]","[11779.0, 1354.0, 11779.0, 1354.0]","[1.0, 1.0, 1.0, 1.0]"
9342,2225481.0,7.0,31,2.0,"[26598.0, 3686.0]","[1.0, 1.0]","[26598.0, 3686.0, 26598.0, 3686.0]","[1.0, 1.0, 1.0, 1.0]"
9343,2225507.0,9.0,39,3.0,"[18806.0, 7872.0]","[1.0, 1.0]","[18806.0, 7872.0, 18806.0, 7872.0]","[1.0, 1.0, 1.0, 1.0]"
9344,2225547.0,5.0,22,1.0,"[5217.0, 20202.0]","[1.0, 1.0]","[5217.0, 20202.0, 5217.0, 20202.0]","[1.0, 1.0, 1.0, 1.0]"
9345,2226199.0,5.0,21,1.0,"[9268.0, 7306.0]","[1.0, 1.0]","[9268.0, 7306.0, 9268.0, 7306.0]","[1.0, 1.0, 1.0, 1.0]"
9346,2226274.0,6.0,24,2.0,"[2883.0, 20643.0]","[1.0, 1.0]","[2883.0, 20643.0, 2883.0, 20643.0]","[1.0, 1.0, 1.0, 1.0]"
9347,2226774.0,4.0,15,1.0,"[14709.0, 3450.0]","[1.0, 1.0]","[14709.0, 3450.0, 14709.0, 3450.0]","[1.0, 1.0, 1.0, 1.0]"
9348,2226822.0,4.0,17,1.0,"[28087.0, 4535.0]","[1.0, 1.0]","[28087.0, 4535.0, 28087.0, 4535.0]","[1.0, 1.0, 1.0, 1.0]"
9349,2226863.0,5.0,21,1.0,"[5288.0, 20346.0]","[1.0, 1.0]","[5288.0, 20346.0, 5288.0, 20346.0]","[1.0, 1.0, 1.0, 1.0]"
9350,2226926.0,1.0,04,4.0,"[4196.0, 14314.0]","[1.0, 1.0]","[4196.0, 14314.0, 4196.0, 14314.0]","[1.0, 1.0, 1.0, 1.0]"
9351,2228103.0,1.0,04,4.0,"[17799.0, 17285.0, 6118.0]","[1.0, 1.0, 1.0]","[17799.0, 17285.0, 6118.0, 17799.0]","[1.0, 1.0, 1.0, 1.0]"
9352,2228103.0,1.0,04,4.0,"[17799.0, 17285.0, 6118.0]","[1.0, 1.0, 1.0]","[6118.0, 17799.0, 17285.0, 6118.0]","[1.0, 1.0, 1.0, 1.0]"
9353,2228413.0,1.0,01,4.0,"[17270.0, 12543.0]","[1.0, 1.0]","[17270.0, 12543.0, 17270.0, 12543.0]","[1.0, 1.0, 1.0, 1.0]"
9354,2228711.0,4.0,16,1.0,"[23533.0, 24029.0]","[1.0, 1.0]","[23533.0, 24029.0, 23533.0, 24029.0]","[1.0, 1.0, 1.0, 1.0]"
9355,2229067.0,5.0,21,1.0,"[16922.0, 10896.0]","[1.0, 1.0]","[16922.0, 10896.0, 16922.0, 10896.0]","[1.0, 1.0, 1.0, 1.0]"
9356,2229353.0,8.0,33,2.0,"[10802.0, 10802.0]","[1.0, 1.0]","[10802.0, 10802.0, 10802.0, 10802.0]","[1.0, 1.0, 1.0, 1.0]"
9357,2229769.0,3.0,09,1.0,"[27805.0, 19463.0]","[1.0, 1.0]","[27805.0, 19463.0, 27805.0, 19463.0]","[1.0, 1.0, 1.0, 1.0]"
9358,2229837.0,4.0,14,1.0,"[1712.0, 23369.0, 16749.0]","[1.0, 1.0, 1.0]","[1712.0, 23369.0, 16749.0, 1712.0]","[1.0, 1.0, 1.0, 1.0]"
9359,2229837.0,4.0,14,1.0,"[1712.0, 23369.0, 16749.0]","[1.0, 1.0, 1.0]","[16749.0, 1712.0, 23369.0, 16749.0]","[1.0, 1.0, 1.0, 1.0]"
9360,2230648.0,8.0,35,2.0,"[6108.0, 13217.0, 12833.0]","[1.0, 1.0, 1.0]","[6108.0, 13217.0, 12833.0, 6108.0]","[1.0, 1.0, 1.0, 1.0]"
9361,2230648.0,8.0,35,2.0,"[6108.0, 13217.0, 12833.0]","[1.0, 1.0, 1.0]","[12833.0, 6108.0, 13217.0, 12833.0]","[1.0, 1.0, 1.0, 1.0]"
9362,2230697.0,10.0,40,3.0,"[11387.0, 14625.0]","[1.0, 1.0]","[11387.0, 14625.0, 11387.0, 14625.0]","[1.0, 1.0, 1.0, 1.0]"
9363,2230804.0,4.0,17,1.0,"[2129.0, 23327.0]","[1.0, 1.0]","[2129.0, 23327.0, 2129.0, 23327.0]","[1.0, 1.0, 1.0, 1.0]"
9364,2231107.0,6.0,26,2.0,"[15976.0, 25158.0, 10180.0, 1580.0, 24904.0]","[1.0, 1.0, 1.0, 1.0, 1.0]","[15976.0, 25158.0, 10180.0, 1580.0]","[1.0, 1.0, 1.0, 1.0]"
9365,2231107.0,6.0,26,2.0,"[15976.0, 25158.0, 10180.0, 1580.0, 24904.0]","[1.0, 1.0, 1.0, 1.0, 1.0]","[25158.0, 10180.0, 1580.0, 24904.0]","[1.0, 1.0, 1.0, 1.0]"
9366,2231352.0,12.0,50,4.0,"[3955.0, 9467.0]","[1.0, 1.0]","[3955.0, 9467.0, 3955.0, 9467.0]","[1.0, 1.0, 1.0, 1.0]"
9367,2231575.0,10.0,44,3.0,"[3398.0, 15853.0]","[1.0, 1.0]","[3398.0, 15853.0, 3398.0, 15853.0]","[1.0, 1.0, 1.0, 1.0]"
9368,2232144.0,9.0,36,3.0,"[4613.0, 11007.0, 19475.0]","[1.0, 1.0, 1.0]","[4613.0, 11007.0, 19475.0, 4613.0]","[1.0, 1.0, 1.0, 1.0]"
9369,2232144.0,9.0,36,3.0,"[4613.0, 11007.0, 19475.0]","[1.0, 1.0, 1.0]","[19475.0, 4613.0, 11007.0, 19475.0]","[1.0, 1.0, 1.0, 1.0]"
9370,2232849.0,12.0,53,4.0,"[4094.0, 22342.0]","[1.0, 1.0]","[4094.0, 22342.0, 4094.0, 22342.0]","[1.0, 1.0, 1.0, 1.0]"
9371,2232972.0,5.0,19,1.0,"[8242.0, 872.0]","[1.0, 1.0]","[8242.0, 872.0, 8242.0, 872.0]","[1.0, 1.0, 1.0, 1.0]"
9372,2233178.0,6.0,25,2.0,"[5340.0, 21554.0]","[1.0, 1.0]","[5340.0, 21554.0, 5340.0, 21554.0]","[1.0, 1.0, 1.0, 1.0]"
9373,2233287.0,8.0,33,2.0,"[21399.0, 12735.0]","[1.0, 1.0]","[21399.0, 12735.0, 21399.0, 12735.0]","[1.0, 1.0, 1.0, 1.0]"
9374,2233327.0,12.0,52,4.0,"[13516.0, 23451.0, 5334.0]","[1.0, 1.0, 1.0]","[13516.0, 23451.0, 5334.0, 13516.0]","[1.0, 1.0, 1.0, 1.0]"
9375,2233327.0,12.0,52,4.0,"[13516.0, 23451.0, 5334.0]","[1.0, 1.0, 1.0]","[5334.0, 13516.0, 23451.0, 5334.0]","[1.0, 1.0, 1.0, 1.0]"
9376,2233957.0,12.0,52,4.0,"[5020.0, 1288.0]","[1.0, 1.0]","[5020.0, 1288.0, 5020.0, 1288.0]","[1.0, 1.0, 1.0, 1.0]"
9377,2234138.0,5.0,19,1.0,"[19170.0, 19694.0]","[1.0, 1.0]","[19170.0, 19694.0, 19170.0, 19694.0]","[1.0, 1.0, 1.0, 1.0]"
9378,2234431.0,6.0,24,2.0,"[6405.0, 3161.0]","[1.0, 1.0]","[6405.0, 3161.0, 6405.0, 3161.0]","[1.0, 1.0, 1.0, 1.0]"
9379,2234636.0,4.0,16,1.0,"[11923.0, 1680.0]","[1.0, 1.0]","[11923.0, 1680.0, 11923.0, 1680.0]","[1.0, 1.0, 1.0, 1.0]"
9380,2235163.0,9.0,40,3.0,"[10126.0, 23631.0]","[1.0, 1.0]","[10126.0, 23631.0, 10126.0, 23631.0]","[1.0, 1.0, 1.0, 1.0]"
9381,2235479.0,2.0,07,4.0,"[6196.0, 27909.0]","[1.0, 1.0]","[6196.0, 27909.0, 6196.0, 27909.0]","[1.0, 1.0, 1.0, 1.0]"
9382,2235513.0,1.0,01,4.0,"[12682.0, 24350.0]","[1.0, 1.0]","[12682.0, 24350.0, 12682.0, 24350.0]","[1.0, 1.0, 1.0, 1.0]"
9383,2235699.0,9.0,37,3.0,"[507.0, 921.0]","[1.0, 1.0]","[507.0, 921.0, 507.0, 921.0]","[1.0, 1.0, 1.0, 1.0]"
9384,2236580.0,3.0,11,1.0,"[21856.0, 16194.0]","[1.0, 1.0]","[21856.0, 16194.0, 21856.0, 16194.0]","[1.0, 1.0, 1.0, 1.0]"
9385,2236750.0,11.0,48,3.0,"[133.0, 357.0]","[1.0, 1.0]","[133.0, 357.0, 133.0, 357.0]","[1.0, 1.0, 1.0, 1.0]"
9386,2236893.0,4.0,14,1.0,"[17919.0, 2329.0, 9584.0]","[1.0, 1.0, 1.0]","[17919.0, 2329.0, 9584.0, 17919.0]","[1.0, 1.0, 1.0, 1.0]"
9387,2236893.0,4.0,14,1.0,"[17919.0, 2329.0, 9584.0]","[1.0, 1.0, 1.0]","[9584.0, 17919.0, 2329.0, 9584.0]","[1.0, 1.0, 1.0, 1.0]"
9388,2236926.0,12.0,50,4.0,"[2991.0, 23828.0]","[1.0, 1.0]","[2991.0, 23828.0, 2991.0, 23828.0]","[1.0, 1.0, 1.0, 1.0]"
9389,2237188.0,3.0,09,1.0,"[22055.0, 7525.0]","[1.0, 1.0]","[22055.0, 7525.0, 22055.0, 7525.0]","[1.0, 1.0, 1.0, 1.0]"
9390,2237403.0,5.0,20,1.0,"[28050.0, 25611.0]","[1.0, 1.0]","[28050.0, 25611.0, 28050.0, 25611.0]","[1.0, 1.0, 1.0, 1.0]"
9391,2237519.0,4.0,15,1.0,"[10603.0, 6087.0, 2711.0]","[1.0, 1.0, 1.0]","[10603.0, 6087.0, 2711.0, 10603.0]","[1.0, 1.0, 1.0, 1.0]"
9392,2237519.0,4.0,15,1.0,"[10603.0, 6087.0, 2711.0]","[1.0, 1.0, 1.0]","[2711.0, 10603.0, 6087.0, 2711.0]","[1.0, 1.0, 1.0, 1.0]"
9393,2237750.0,6.0,23,2.0,"[24691.0, 23737.0]","[1.0, 1.0]","[24691.0, 23737.0, 24691.0, 23737.0]","[1.0, 1.0, 1.0, 1.0]"
9394,2238017.0,1.0,01,4.0,"[7097.0, 10877.0]","[1.0, 1.0]","[7097.0, 10877.0, 7097.0, 10877.0]","[1.0, 1.0, 1.0, 1.0]"
9395,2238433.0,10.0,41,3.0,"[18719.0, 4605.0]","[1.0, 1.0]","[18719.0, 4605.0, 18719.0, 4605.0]","[1.0, 1.0, 1.0, 1.0]"
9396,2238917.0,5.0,18,1.0,"[222.0, 5339.0]","[1.0, 1.0]","[222.0, 5339.0, 222.0, 5339.0]","[1.0, 1.0, 1.0, 1.0]"
9397,2239248.0,7.0,29,2.0,"[18623.0, 1379.0]","[1.0, 1.0]","[18623.0, 1379.0, 18623.0, 1379.0]","[1.0, 1.0, 1.0, 1.0]"
9398,2239304.0,4.0,14,1.0,"[1775.0, 13224.0, 24399.0]","[1.0, 1.0, 1.0]","[1775.0, 13224.0, 24399.0, 1775.0]","[1.0, 1.0, 1.0, 1.0]"
9399,2239304.0,4.0,14,1.0,"[1775.0, 13224.0, 24399.0]","[1.0, 1.0, 1.0]","[24399.0, 1775.0, 13224.0, 24399.0]","[1.0, 1.0, 1.0, 1.0]"
